accuracy,auroc,dataset_kind,diagnostic_error,n_test,n_train,ranc_downgrades,ranc_drift_monitors,ranc_fit_samples,ranc_hard_failures,ranc_ledger_rows,ranc_max_drift_estimate,ranc_passed,ranc_policy_summary,ranc_rejected_candidates,ranc_sparse_failures,ranc_train_only_fit,scaler,selected_scaler,sparse_input,sparse_output,split_strategy,task,test_density_after,test_density_before,test_nnz_after,test_nnz_before,test_nnz_delta,train_density_after,train_density_before,train_nnz_after,train_nnz_before,train_nnz_delta
0.8333333333333334,0.9382086167800454,sparse_classification,,84.0,156.0,,,,,,,,,,,,none,,True,True,stratified_random,classification,0.04055059523809524,0.04055059523809524,218.0,218.0,0.0,0.039663461538461536,0.039663461538461536,396.0,396.0,0.0
0.8571428571428571,0.9200680272108844,sparse_classification,,84.0,156.0,,,,,,,,,,,,standard,,True,True,stratified_random,classification,0.04055059523809524,0.04055059523809524,218.0,218.0,0.0,0.039663461538461536,0.039663461538461536,396.0,396.0,0.0
0.8333333333333334,0.9382086167800454,sparse_classification,,84.0,156.0,,,,,,,,,,,,robust,,True,True,stratified_random,classification,0.04055059523809524,0.04055059523809524,218.0,218.0,0.0,0.039663461538461536,0.039663461538461536,396.0,396.0,0.0
0.75,0.8809523809523809,sparse_classification,,84.0,156.0,,,,,,,,,,,,maxabs,,True,True,stratified_random,classification,0.04055059523809524,0.04055059523809524,218.0,218.0,0.0,0.039663461538461536,0.039663461538461536,396.0,396.0,0.0
0.8452380952380952,0.923469387755102,sparse_classification,,84.0,156.0,0.0,64.0,156.0,0.0,62.0,0.0,True,"maxabs:2, robust_affine:62",314.0,0.0,,ranc,,True,True,stratified_random,classification,0.04055059523809524,0.04055059523809524,218.0,218.0,0.0,0.039663461538461536,0.039663461538461536,396.0,396.0,0.0
