accuracy,auroc,contract_correct,contract_scenario,contract_secondary_violation,contract_violation_rate,hard_failures,ledger_rows,n_test,n_train,non_tail_mean_probability,non_tail_predicted_positive_rate,rare_positive_recall,scaler,scenario,seed,tail_count,tail_false_positive_rate,tail_label_rate,tail_mean_probability,tail_predicted_positive_rate,tail_probability_gap,x0_policy
0.7678571428571429,0.8269743589743591,,,0.4354993647760604,0.17302564102564089,0.0,0.0,280.0,520.0,0.4350225341745619,0.41729323308270677,1.0,quantile,noise,20,14.0,1.0,0.5,0.8705218989506223,1.0,0.4354993647760604,
0.6821428571428572,0.7438461538461538,True,noise,0.3090603450490089,0.2561538461538462,0.0,1.0,280.0,520.0,0.4489237387904461,0.34962406015037595,1.0,ranc,noise,20,14.0,1.0,0.5,0.757984083839455,1.0,0.3090603450490089,log1p
0.6821428571428572,0.7438461538461538,True,noise,0.3090603450490089,0.2561538461538462,0.0,1.0,280.0,520.0,0.4489237387904461,0.34962406015037595,1.0,ranc_correct,noise,20,14.0,1.0,0.5,0.757984083839455,1.0,0.3090603450490089,log1p
0.65,0.7131794871794873,False,signal,0.1296215022863687,0.2868205128205127,0.0,1.0,280.0,520.0,0.45920424385354564,0.37593984962406013,0.7142857142857143,ranc_wrong_noise,noise,20,14.0,0.7142857142857143,0.5,0.5888257461399143,0.7142857142857143,0.1296215022863687,zscore
0.7214285714285714,0.7904164115125536,,,0.0,0.0,0.0,0.0,280.0,520.0,0.46360664576425537,0.4372623574144487,1.0,none,signal,20,17.0,1.0,0.9411764705882353,0.9990888633192395,1.0,0.5354822175549842,
0.7,0.7762808736476832,,,0.0,0.0625,0.0,0.0,280.0,520.0,0.46209871876862857,0.43346007604562736,0.9375,standard,signal,20,17.0,1.0,0.9411764705882353,0.9401537789949457,0.9411764705882353,0.4780550602263171,
0.7214285714285714,0.7905184731577872,,,0.0,0.0,0.0,0.0,280.0,520.0,0.46374025614235803,0.4372623574144487,1.0,robust,signal,20,17.0,1.0,0.9411764705882353,0.9991100802873077,1.0,0.5353698241449497,
0.7178571428571429,0.7891916717697489,,,0.0,0.0,0.0,0.0,280.0,520.0,0.46340634019597216,0.43346007604562736,1.0,winsor,signal,20,17.0,1.0,0.9411764705882353,0.9990850020923386,1.0,0.5356786618963665,
0.6928571428571428,0.7705654215145948,,,0.0,0.25,0.0,0.0,280.0,520.0,0.4834428092641335,0.4752851711026616,0.75,quantile,signal,20,17.0,1.0,0.9411764705882353,0.6174568938359435,0.7647058823529411,0.13401408457180997,
0.7,0.7762808736476832,True,signal,0.0,0.0625,0.0,1.0,280.0,520.0,0.4620989082269193,0.43346007604562736,0.9375,ranc,signal,20,17.0,1.0,0.9411764705882353,0.9400949281458952,0.9411764705882353,0.47799601991897595,zscore
0.7,0.7762808736476832,True,signal,0.0,0.0625,0.0,1.0,280.0,520.0,0.4620989082269193,0.43346007604562736,0.9375,ranc_correct,signal,20,17.0,1.0,0.9411764705882353,0.9400949281458952,0.9411764705882353,0.47799601991897595,zscore
0.7214285714285714,0.7830679730557256,False,noise,0.0,0.0625,0.0,1.0,280.0,520.0,0.47075994288322315,0.44866920152091255,0.9375,ranc_wrong_signal,signal,20,17.0,1.0,0.9411764705882353,0.7999466513650186,0.9411764705882353,0.3291867084817955,log1p
0.6535714285714286,0.6913889030677351,,,0.19795362227943375,0.30861109693226485,0.0,0.0,280.0,520.0,0.4781387048773232,0.4307116104868914,1.0,none,noise,21,13.0,1.0,0.8461538461538461,0.6760923271567569,1.0,0.19795362227943375,
0.6535714285714286,0.6913378592210708,,,0.19655413044235354,0.3086621407789292,0.0,0.0,280.0,520.0,0.47820804656974,0.4307116104868914,1.0,standard,noise,21,13.0,1.0,0.8461538461538461,0.6747621770120935,1.0,0.19655413044235354,
0.6535714285714286,0.6913889030677351,,,0.19765548354684342,0.30861109693226485,0.0,0.0,280.0,520.0,0.47813108970553647,0.4307116104868914,1.0,robust,noise,21,13.0,1.0,0.8461538461538461,0.6757865732523799,1.0,0.19765548354684342,
0.6464285714285715,0.6925118676943495,,,0.19695164716611757,0.30748813230565053,0.0,0.0,280.0,520.0,0.4779520275781233,0.4307116104868914,1.0,winsor,noise,21,13.0,1.0,0.8461538461538461,0.6749036747442408,1.0,0.19695164716611757,
0.7464285714285714,0.8037874534224899,,,0.5040347172114488,0.19621254657751008,0.0,0.0,280.0,520.0,0.4436993141825187,0.4307116104868914,1.0,quantile,noise,21,13.0,1.0,0.8461538461538461,0.9477340313939675,1.0,0.5040347172114488,
0.6821428571428572,0.7386044612321985,True,noise,0.3581165442809467,0.2613955387678015,0.0,1.0,280.0,520.0,0.4666426545304267,0.40074906367041196,1.0,ranc,noise,21,13.0,1.0,0.8461538461538461,0.8247591988113734,1.0,0.3581165442809467,log1p
0.6821428571428572,0.7386044612321985,True,noise,0.3581165442809467,0.2613955387678015,0.0,1.0,280.0,520.0,0.4666426545304267,0.40074906367041196,1.0,ranc_correct,noise,21,13.0,1.0,0.8461538461538461,0.8247591988113734,1.0,0.3581165442809467,log1p
0.6535714285714286,0.6913378592210708,False,signal,0.1965499760343301,0.3086621407789292,0.0,1.0,280.0,520.0,0.4782079525258146,0.4307116104868914,1.0,ranc_wrong_noise,noise,21,13.0,1.0,0.8461538461538461,0.6747579285601447,1.0,0.1965499760343301,zscore
0.7178571428571429,0.8143367346938776,,,0.0,0.0,0.0,0.0,280.0,520.0,0.43830335798995723,0.3849056603773585,1.0,none,signal,21,15.0,nan,1.0,0.9999999997251077,1.0,0.5616966417351504,
0.7,0.7987244897959183,,,0.0,0.0,0.0,0.0,280.0,520.0,0.44142102591993604,0.38113207547169814,1.0,standard,signal,21,15.0,nan,1.0,0.9832509378188833,1.0,0.5418299118989472,
0.725,0.8143367346938776,,,0.0,0.0,0.0,0.0,280.0,520.0,0.4386454376481578,0.39245283018867927,1.0,robust,signal,21,15.0,nan,1.0,0.9999999997422966,1.0,0.5613545620941388,
0.725,0.8166326530612246,,,0.0,0.0,0.0,0.0,280.0,520.0,0.4406241242091031,0.39245283018867927,1.0,winsor,signal,21,15.0,nan,1.0,0.999999999799089,1.0,0.559375875589986,
0.7071428571428572,0.7832653061224489,,,0.0,0.1333333333333333,0.0,0.0,280.0,520.0,0.44661400494254055,0.4188679245283019,0.8666666666666667,quantile,signal,21,15.0,nan,1.0,0.7348007041343967,0.8666666666666667,0.28818669919185613,
0.7,0.7987244897959183,True,signal,0.0,0.0,0.0,1.0,280.0,520.0,0.4414239645804903,0.38113207547169814,1.0,ranc,signal,21,15.0,nan,1.0,0.9832071544021354,1.0,0.541783189821645,zscore
0.7,0.7987244897959183,True,signal,0.0,0.0,0.0,1.0,280.0,520.0,0.4414239645804903,0.38113207547169814,1.0,ranc_correct,signal,21,15.0,nan,1.0,0.9832071544021354,1.0,0.541783189821645,zscore
0.7071428571428572,0.7978571428571428,False,noise,0.0,0.06666666666666665,0.0,1.0,280.0,520.0,0.44794567196257873,0.4,0.9333333333333333,ranc_wrong_signal,signal,21,15.0,nan,1.0,0.8364800787744596,0.9333333333333333,0.3885344068118809,log1p
0.6321428571428571,0.6614583333333333,,,0.06696654991201778,0.33854166666666674,0.0,0.0,280.0,520.0,0.525934170140067,0.5909090909090909,0.75,none,noise,22,16.0,0.375,0.5,0.5929007200520848,0.5625,0.06696654991201778,
0.6321428571428571,0.66140727124183,,,0.0670432767293665,0.33859272875817004,0.0,0.0,280.0,520.0,0.5259766073367413,0.5909090909090909,0.75,standard,noise,22,16.0,0.375,0.5,0.5930198840661078,0.5625,0.0670432767293665,
