ci95_high,ci95_low,correct_mean,correct_method,delta_mean,delta_std,effect_size_dz,metric,metric_label,n_pairs,paired_t_p_value,preferred_direction,scenario,wilcoxon_p_value,wrong_mean,wrong_method
0.031115672387403807,0.023142291111506234,0.7075708541490314,ranc_correct,0.02712314350807344,0.011113056963836911,2.4406554916739007,auroc,Corruption AUROC,30,3.1491831043685544e-14,higher,noise,9.313225746154785e-10,0.6804477106409579,ranc_wrong_noise
0.03095537426075897,0.02321959536703243,0.29242914585096874,ranc_correct,0.02712314350807344,0.011113056963836911,2.4406554916739007,contract_violation_rate,Contract violation,30,3.1491831043685544e-14,lower,noise,9.313225746154785e-10,0.31955228935904206,ranc_wrong_noise
0.04035231782106782,0.012257356170399651,0.992824074074074,ranc_correct,0.025617745780789257,0.0401947641613075,0.6373403679638839,rare_positive_recall,Rare recall,30,0.0007807554747245777,higher,signal,0.0025167541003031247,0.9672063282932848,ranc_wrong_signal
0.04030059523809522,0.012370925873643267,0.007175925925925927,ranc_correct,0.025617745780789257,0.0401947641613075,0.6373403679638839,contract_violation_rate,Contract violation,30,0.0007807554747245777,lower,signal,0.0025167541003031247,0.03279367170671518,ranc_wrong_signal
